price,latitude,longitude,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,calculated_host_listings_count,accommodates,bathrooms,bedrooms,beds,has_availability,availability_30,availability_60,availability_90,availability_365,instant_bookable,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,room_Entire home/apt,room_Hotel room,room_Private room,room_Shared room,Air conditioning,Kitchen,Dedicated workspace,Heating,Hot water,Refrigerator,Free street parking,Self check-in,Shampoo,Washer
3,40.716593,-73.9907581,15321,1.0,100.0,83.0,1,1.0,5.0,1,1,1,2,1.0,1.0,1.0,1,10,13,42,42,False,30,365,6,3,0,19476,19935,5.0,5.0,4.83,5.0,5.0,5.0,4.67,0.36,1,0,0,0,0,1,1,0,1,1,0,1,0,0
4,40.66667,-73.98227,16997,4.0,0.0,0.0,0,1.0,1.0,1,0,1,4,1.0,2.0,2.0,1,27,57,87,177,False,30,90,2,0,0,19357,19503,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2,40.77923,-73.98372,17511,1.0,100.0,82.0,0,242.0,373.0,1,1,213,2,1.0,0.0,1.0,1,0,26,56,331,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,1,1,1,0,1,0,0
0,40.76506,-73.72649,16073,4.0,33.0,78.57919812357986,0,1.0,2.0,1,0,1,1,1.0,1.0,1.0,1,23,53,83,358,False,30,1125,3,0,0,18349,19028,4.33,5.0,4.33,5.0,4.67,5.0,5.0,0.06,0,0,0,1,0,1,0,1,1,1,0,0,1,0
0,40.80067,-73.95534,18060,1.0,100.0,100.0,0,5.0,6.0,1,1,3,1,2.0,1.0,1.0,1,0,3,7,276,True,30,365,11,4,0,19203,19924,4.91,4.82,4.64,4.91,5.0,4.64,4.73,0.43,0,0,1,0,1,1,1,1,1,1,1,0,1,1
1,40.80491,-73.95689,18198,3.0,100.0,79.0,0,382.0,1480.0,1,1,354,1,0.0,4.0,1.0,1,28,58,88,363,True,30,180,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,0,0,0,1,1,0,1,1,0,1
4,40.7866,-73.8392,18237,1.0,100.0,94.0,0,2.0,4.0,1,1,2,5,1.5,2.0,2.0,1,11,41,71,161,False,2,365,7,7,1,19848,19952,5.0,5.0,5.0,5.0,5.0,4.71,4.57,1.69,0,0,1,0,1,1,1,0,0,0,0,0,0,0
2,40.76411,-73.99371,16785,2.0,56.0,44.0,0,154.0,170.0,1,1,153,3,1.0,0.0,1.0,1,6,36,66,341,False,30,365,8,1,0,16955,19614,4.75,4.75,4.88,4.25,4.5,4.25,4.38,0.08,1,0,0,0,1,1,0,1,1,0,0,0,0,1
5,40.719765,-73.988102,19710,1.0,100.0,97.0,0,4.0,4.0,1,1,4,4,1.0,1.0,2.0,1,29,59,89,112,True,1,365,6,6,0,19798,19912,4.67,4.67,4.83,4.83,5.0,4.83,4.33,1.03,0,0,1,0,1,0,0,1,1,0,0,0,1,0
4,40.75051,-73.97849,17584,1.0,96.0,97.0,0,1668.0,9019.0,1,1,45,2,1.0,1.0,1.0,1,0,0,0,6,True,1,1125,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,1,0,0,1,0,1,1,1,1,0,1,1,0
0,40.69495,-73.94578,15563,1.0,99.0,23.0,0,727.0,1336.0,1,1,719,1,2.0,6.0,1.0,1,0,0,0,246,False,30,365,1,1,0,19723,19723,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12,0,0,1,0,1,1,1,1,1,1,0,0,0,1
2,40.87953,-73.8669,17953,1.0,100.0,100.0,0,2.0,2.0,1,0,1,2,1.0,0.0,1.0,1,28,53,83,83,True,30,120,63,2,0,18262,19874,4.84,4.83,4.92,4.94,4.89,4.83,4.81,1.11,1,0,0,0,0,1,1,1,1,1,1,1,1,0
2,40.74389,-74.00249,18198,3.0,100.0,79.0,0,382.0,1480.0,1,1,354,1,0.0,1.0,1.0,1,0,0,0,128,False,30,180,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,0,0,1,1,1,0,0,1,0,0
5,40.7095847,-74.0087404,19747,1.0,100.0,100.0,1,5.0,5.0,1,1,5,2,1.0,1.0,1.6037022802972072,1,2,5,10,13,True,1,365,1,1,0,19844,19844,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.23,0,0,1,0,1,0,1,1,1,0,0,0,1,0
1,40.707,-73.90131,18182,1.0,100.0,100.0,0,8.0,8.0,1,1,4,1,1.0,1.0,1.0,1,21,25,51,326,False,30,45,8,0,0,18323,19570,5.0,5.0,5.0,5.0,5.0,4.88,4.88,0.15,0,0,1,0,1,1,1,1,1,1,1,1,1,1
3,40.83973,-73.88043,14358,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,2.0,0,1,1,2,1.0,1.0,1.0,1,27,57,87,87,False,30,45,3,0,0,19132,19236,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2,40.69312,-73.89558,17929,1.0,100.0,100.0,0,3.0,5.0,1,0,2,6,1.0,2.0,3.0,1,0,0,0,258,False,30,1125,38,3,0,17982,19889,4.84,4.87,4.63,4.97,4.92,4.74,4.82,0.57,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1,40.62872,-74.12154,16709,1.0,100.0,78.57919812357986,0,1.0,1.0,1,1,1,4,1.0,0.0,3.0,1,15,31,46,216,False,30,1125,230,0,0,16720,19598,4.89,4.92,4.9,4.97,4.96,4.8,4.87,2.12,1,0,0,0,0,1,1,0,1,1,1,1,1,0
1,40.70331906758032,-73.94154645625645,18256,1.0,100.0,80.0,1,3.0,4.0,1,1,3,1,1.0,1.0,1.0,1,0,11,41,56,False,30,60,7,2,0,19354,19936,5.0,5.0,5.0,5.0,5.0,4.71,5.0,0.34,0,0,1,0,0,0,1,0,1,1,1,1,1,0
5,40.79394,-73.97205,19258,1.0,100.0,98.0,0,6.0,9.0,1,1,5,5,1.0,3.0,3.0,1,4,5,17,179,True,2,365,28,28,3,19699,19951,4.43,4.46,4.32,4.82,4.89,4.71,4.5,3.09,1,0,0,0,1,1,1,0,1,0,0,0,1,1
2,40.709180566877926,-73.9401284299423,18190,4.0,0.0,37.0,0,1.0,1.0,1,1,1,2,1.0,1.0,1.0,1,2,2,4,184,False,30,365,12,12,0,19616,19813,4.92,5.0,4.83,5.0,5.0,4.75,4.75,1.01,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5,40.71903380456196,-73.98831419465334,19561,1.0,100.0,100.0,1,4.0,4.0,1,1,4,6,1.0,3.0,3.0,1,6,14,39,302,True,3,365,18,18,3,19779,19953,4.72,4.83,4.78,5.0,5.0,4.94,4.61,2.8,1,0,0,0,1,1,0,0,1,1,0,0,1,1
0,40.82644,-73.95193,17038,1.0,100.0,83.0,0,1.0,1.0,1,0,1,1,1.0,1.0,1.0,1,0,16,46,321,False,30,90,46,7,0,17085,19933,4.65,4.76,4.13,4.85,4.74,4.7,4.72,0.48,0,0,1,0,0,1,1,1,1,1,1,0,1,1
1,40.67619,-73.94666,16993,1.0,100.0,93.0,0,12.0,15.0,1,1,12,2,2.0,1.0,1.0,1,3,33,63,243,False,30,1125,183,12,0,18626,19690,4.83,4.92,4.83,4.96,4.96,4.7,4.8,4.08,0,0,1,0,1,0,1,1,1,1,1,1,1,0
1,40.8828023,-73.8953348,17376,1.0,100.0,100.0,0,5.0,6.0,1,1,2,1,1.0,1.0,1.0,1,0,0,0,3,True,30,365,3,2,0,19521,19768,4.67,5.0,5.0,5.0,5.0,4.67,5.0,0.2,0,0,1,0,1,1,1,1,1,1,1,0,1,1
4,40.68022550215076,-73.9202905206641,16556,4.0,0.0,31.0,0,14.0,20.0,1,1,13,4,1.0,1.0,2.0,1,30,60,90,365,False,30,365,3,0,0,19497,19602,5.0,4.67,4.33,4.67,4.33,4.67,4.67,0.19,0,0,1,0,1,1,1,0,1,0,0,0,1,0
5,40.8029,-73.9577,19671,2.0,100.0,39.0,0,5.0,111.0,1,1,5,1,1.5,1.0,1.0,1,0,0,0,212,False,90,180,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,1,1,1,1,1,1,1,0,1
0,40.63561927657306,-73.94304511962694,19513,4.0,0.0,100.0,0,2.0,2.0,1,1,2,3,1.5,3.0,3.0,1,29,59,89,364,False,30,365,1,1,0,19613,19613,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.08,0,0,1,0,0,1,0,0,1,1,0,0,1,0
3,40.77146,-73.95834,16469,1.0,99.0,58.0,0,61.0,110.0,1,1,61,2,1.0,1.0,2.0,1,24,54,84,359,False,30,365,3,0,0,18778,19495,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,1,0,0,0,0,1,1,0,1,1,1,0,0,0
1,40.77538,-73.94521,18198,3.0,100.0,79.0,0,382.0,1480.0,1,1,354,1,0.0,4.0,1.0,1,29,59,89,363,False,30,180,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,40.8289,-73.94887,16971,1.7059957014748388,91.383013414363,33.0,0,1.0,1.0,1,1,1,4,1.0,2.0,2.0,1,2,11,17,245,False,30,100,9,0,0,17376,18106,5.0,5.0,5.0,4.89,5.0,5.0,5.0,0.1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
0,40.74533081054688,-73.9798583984375,16863,3.0,99.0,71.0,0,170.0,345.0,1,1,130,2,1.0,0.0,1.0,1,0,30,60,335,False,30,1125,26,5,0,17713,19922,4.81,4.85,4.77,4.73,4.92,4.77,4.38,0.35,1,0,0,0,1,1,1,1,1,1,0,1,1,0
5,40.72849,-73.99836,18529,3.0,100.0,83.0,1,1.0,4.0,1,1,1,3,1.0,1.0,2.0,1,29,59,89,364,False,30,1125,7,2,0,18945,19639,4.43,4.29,4.57,4.86,4.29,4.71,4.14,0.2,1,0,0,0,1,1,0,1,1,1,0,0,0,0
1,40.77073,-73.9327,16255,1.7059957014748388,91.383013414363,100.0,0,2.0,3.0,1,1,2,2,1.0,1.0,1.0,1,0,0,0,129,True,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,1,1,1,1,1,0,0,1,1
3,40.78807,-73.95074,15800,3.0,100.0,82.0,1,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1,0,27,56,56,False,30,31,99,4,0,16380,19734,4.7,4.84,4.67,4.73,4.85,4.62,4.68,0.83,1,0,0,0,0,1,1,0,1,1,1,1,1,0
1,40.66479,-73.98209,19272,2.0,100.0,100.0,1,1.0,2.0,1,1,1,2,1.0,1.0,1.0,1,30,60,90,365,False,30,1125,54,2,0,19281,19645,4.93,4.87,4.76,4.93,4.96,4.94,4.87,2.35,0,0,1,0,0,1,1,0,1,1,1,0,1,0
3,40.73702467827403,-73.92525977818347,18170,1.0,100.0,85.0,1,4.0,6.0,1,1,4,4,2.0,4.0,6.0,1,0,0,2,182,False,31,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,0,1,0,1,0,0,0,1,0,0
5,40.66268193409829,-73.77062884620987,16783,1.7059957014748388,91.383013414363,100.0,0,4.0,7.0,1,1,4,6,1.0,3.0,5.0,1,30,60,90,90,True,30,365,1,0,0,19596,19596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,0,0,1,0,1,1,1,0,1,1,1,1,0,0
5,40.79364,-73.97303,17151,1.0,100.0,96.0,0,4494.0,4784.0,1,1,876,2,1.0,1.0,1.0,1,0,0,0,208,True,31,1125,1,0,0,19249,19249,4.0,5.0,5.0,5.0,5.0,3.0,3.0,0.04,1,0,0,0,1,1,1,1,1,1,0,1,1,0
0,40.65913,-73.93535,18000,1.0,100.0,54.0,1,2.0,2.0,1,1,2,1,1.0,1.0,1.0,1,2,2,19,109,False,30,65,46,8,0,18327,19936,4.8,4.74,4.74,4.76,4.87,4.57,4.65,0.84,0,0,1,0,1,0,0,1,1,0,1,1,1,0
4,40.75409,-73.99675,17372,3.0,100.0,50.0,1,5.0,5.0,1,1,5,2,1.0,2.0,2.0,1,0,0,3,208,False,30,365,11,3,0,18207,19813,4.73,4.55,4.73,4.91,5.0,4.55,4.27,0.19,1,0,0,0,1,1,1,1,0,1,0,0,1,1
4,40.77461248789536,-73.95352857548545,19057,1.0,100.0,100.0,0,42.0,57.0,1,1,41,3,1.0,1.0,1.0,1,4,7,14,14,True,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,0,1,1,1,0,1,1,0
4,40.70346,-74.00838,18837,3.0,98.0,51.0,1,83.0,125.0,1,1,28,2,1.0,0.0,1.0,1,4,4,12,186,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,0,1,1,0,1,0,0,0,1,0
0,40.68549,-73.76184,16299,2.0,100.0,100.0,0,4.0,5.0,1,0,4,2,1.0,1.0,1.0,1,0,3,33,213,True,30,1125,50,3,0,18558,19692,4.7,4.7,4.8,4.78,4.8,4.56,4.7,1.06,0,0,1,0,0,0,1,0,1,1,1,1,0,0
4,40.73955,-73.98296,16357,1.0,100.0,100.0,0,263.0,1137.0,1,1,133,2,1.0,1.0,1.0,1,18,48,78,347,True,30,270,2,0,0,18974,19488,4.5,4.0,3.5,5.0,5.0,5.0,4.0,0.06,1,0,0,0,1,1,1,1,1,1,0,1,1,0
4,40.67582,-73.77963,17781,3.0,100.0,100.0,1,1.0,3.0,1,1,1,6,2.0,3.0,3.0,1,29,59,89,364,False,30,30,56,1,0,18624,19617,4.57,4.68,4.55,4.71,4.7,4.54,4.43,1.25,1,0,0,0,1,1,1,1,1,1,1,1,1,0
0,40.84299,-73.93685,16283,1.0,99.0,88.0,0,298.0,347.0,1,1,254,2,1.0,1.0,1.0,1,2,32,60,60,False,30,1125,1,1,0,19790,19790,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.17,0,0,1,0,0,1,1,1,1,0,0,0,0,0
0,40.672791,-73.881798,19129,1.0,100.0,100.0,1,1.0,1.0,1,0,1,2,0.0,0.0,1.0,1,0,0,0,113,True,30,90,27,2,1,19138,19952,4.96,4.81,4.67,4.96,5.0,4.52,4.67,0.97,1,0,0,0,1,1,1,1,1,1,0,1,0,0
2,40.68498843603289,-73.731398648974,17869,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,2.0,0,1,1,2,1.0,1.0,1.0,1,30,60,90,365,False,30,40,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,40.728590236210174,-73.87513722521531,17736,3.0,95.0,69.0,0,259.0,294.0,1,1,216,1,1.0,1.0,1.0,1,0,30,35,35,False,30,1125,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,0,1,1,1,1,0,0,0,0,0
1,40.57735041067477,-73.98281964134432,19363,1.0,100.0,65.0,1,9.0,11.0,1,0,9,2,2.0,1.0,1.0,1,18,44,74,349,False,30,125,20,1,0,19436,19918,5.0,5.0,5.0,5.0,4.95,4.95,4.9,1.12,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3,40.7749268,-73.9481632,17511,1.0,100.0,82.0,0,242.0,373.0,1,1,213,3,1.0,0.0,1.0,1,1,20,50,324,False,30,365,2,0,0,19357,19603,5.0,4.5,5.0,5.0,5.0,4.5,4.5,0.1,1,0,0,0,0,1,1,0,1,1,1,1,0,0
0,40.67337,-73.9158,17284,1.7059957014748388,91.383013414363,78.57919812357986,0,3.0,5.0,1,1,3,2,1.5,1.0,1.0,1,30,60,90,365,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,1,0,1,1,1,1,1,1,0
3,40.853073036747226,-73.93351385834735,16484,1.0,100.0,83.0,1,4.0,4.0,1,1,4,4,1.0,2.0,2.0,1,0,0,0,259,False,30,365,4,3,0,19569,19844,5.0,4.75,5.0,5.0,5.0,5.0,5.0,0.3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1,40.86987343505582,-73.86233617701673,17024,1.7059957014748388,91.383013414363,100.0,1,1.0,1.0,1,1,1,4,1.0,1.0,2.0,1,0,3,33,308,False,30,365,8,2,0,19498,19813,4.88,4.88,4.88,5.0,5.0,4.88,4.5,0.51,1,0,0,0,0,1,1,0,1,1,0,0,0,1
2,40.66156,-73.95902,17053,3.0,100.0,50.0,0,1.0,2.0,1,1,1,3,1.0,0.0,2.0,1,0,0,0,274,False,30,365,93,1,1,17718,19960,4.97,4.95,4.97,5.0,5.0,4.92,4.89,1.24,1,0,0,0,0,1,1,1,1,1,1,1,1,0
5,40.65941721823564,-73.99427665485419,19635,1.0,100.0,96.0,1,3.0,3.0,0,1,3,6,1.0,3.0,3.0,1,3,17,41,310,False,3,365,31,31,4,19650,19961,5.0,5.0,4.97,5.0,4.97,4.97,4.97,2.9,1,0,0,0,0,1,0,0,1,1,0,1,1,0
5,40.75714301662841,-73.99388208230297,19048,1.0,100.0,70.0,0,4396.0,5212.0,1,1,330,2,1.0,1.0,1.0,1,29,59,89,363,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,1,1,0,0,1,1,1
4,40.7410961,-73.97825230000001,17151,1.0,100.0,96.0,0,4494.0,4784.0,1,1,876,2,1.0,1.0,1.0,1,0,4,34,309,True,31,1125,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,1,1,1,0,1,1,0
1,40.6640802,-73.9506823,19488,1.0,100.0,97.0,0,33.0,38.0,1,1,32,2,1.0,1.0,1.0,1,4,34,64,339,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,0,0,1,1,1,1,0,1,0,0
3,40.6831776214024,-73.92137913814544,16153,1.0,100.0,100.0,1,1.0,4.0,1,1,1,2,1.0,2.0,0.0,1,1,11,24,186,False,2,365,15,15,4,19834,19960,4.93,5.0,4.87,5.0,5.0,4.93,5.0,3.28,0,0,1,0,1,1,0,0,0,1,1,1,1,1
3,40.68547639256475,-73.95888104238524,15258,3.0,100.0,100.0,0,1.0,1.0,1,1,1,4,2.0,2.0,2.0,1,16,16,42,317,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,0,1,0,0,1,0,1
3,40.77922,-73.95396,15833,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,1.0,1,1,1,3,1.0,1.0,2.0,1,29,59,89,364,False,30,40,1,0,0,16802,16802,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,1,0,0,0,1,1,0,1,0,0,0,0,1,0
4,40.7561,-73.99353,19568,1.7059957014748388,91.383013414363,97.0,0,2.0,3.0,1,1,2,8,1.0,3.0,3.0,1,24,54,84,359,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,0,1,1,1,0,0,0,1
1,40.746299168677375,-73.98714958439018,18759,1.0,100.0,100.0,0,61.0,68.0,1,1,61,3,2.0,1.0,0.0,1,8,28,58,144,True,1,365,2,2,1,19933,19969,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.54,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,40.72038,-73.98504,16197,3.0,92.0,23.0,0,6.0,19.0,1,1,6,1,1.0,1.0,1.0,1,0,0,17,292,False,30,1125,44,1,0,18210,19935,4.52,4.64,4.45,4.73,4.61,4.8,4.57,0.75,0,0,1,0,1,1,1,1,1,1,0,0,1,0
